SPDES Permit Number,Outfall Number,CSO Identification Number,Facility Name,Facility Owner Name,Receiving Waterbody Name,Number of Permitted Outfalls,Discharge Activation Type,Number of Overflow Events,Timeframe of Overflow Events Information,Data as of,Link to Real-time Information,DEC Region,County,Latitude,Longtitude,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
NY0027073,19,NY0027073-019,NYCDEP - Red Hook WPCP,NYC DEP,Buttermilk Channel,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.686384,-74.008212,"{'latitude': '40.686384', 'longitude': '-74.008212'}",894,814,2090
NY0021873,002A,NY0021873-002A,Medina WWTP,Village of Medina,Oak Orchard Creek,13,Observation,Average of <4 overflows annually,No Data,2015,,8,Orleans,43.213333,-78.383611,"{'latitude': '43.213333', 'longitude': '-78.383611'}",499,934,626
NY0026239,17,NY0026239-017,NYCDEP - Tallmans Island WPCP,NYC DEP,Flushing Bay,22,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.783751,-73.858101,"{'latitude': '40.783751', 'longitude': '-73.858101'}",196,,2137
NY0027057,18,NY0027057-018,Lockport WWTP,City of Lockport,Barge Canal,12,Observation,No Data,No Data,2015,,9,Niagara,43.180556,-78.680278,"{'latitude': '43.180556', 'longitude': '-78.680278'}",163,930,2131
NY0020290,2,NY0020290-002,Amsterdam WWTP,City of Amsterdam WWTP,Mohawk River,4,Observation,12,2013,2015,,4,Montgomery,42.929167,-74.183333,"{'latitude': '42.929167', 'longitude': '-74.183333'}",497,1143,624
NY0027081,74,NY0027081-074,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Ley Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.076667,-76.171944,"{'latitude': '43.076667', 'longitude': '-76.171944'}",687,726,2132
NY0031046,2,NY0031046-002,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,45,5 year average,2015,,4,Albany,42.766667,-73.694444,"{'latitude': '42.766667', 'longitude': '-73.694444'}",835,1176,2030
NY0025747,19,NY0025747-019,Albany CSO,Albany Water Board,Hudson River,12,Model,27,5 year average,2015,,4,Albany,42.641944,-73.750278,"{'latitude': '42.641944', 'longitude': '-73.750278'}",814,39,2030
NY0026204,11,NY0026204-011,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.751677,-73.964766,"{'latitude': '40.751677', 'longitude': '-73.964766'}",749,740,2095
NY0026191,5,NY0026191-005,NYCDEP - Hunt's Point WPCP,NYC DEP,Hutchinson River,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.886835,-73.820426,"{'latitude': '40.886835', 'longitude': '-73.820426'}",307,746,2032
NY0027961,1,NY0027961-001,Dunkirk WWTP,City of Dunkirk,Lake Erie,1,Observation,No Data,No Data,2015,,9,Chautauqua,42.503611,-79.323889,"{'latitude': '42.503611', 'longitude': '-79.323889'}",226,508,
NY0028410,55,NY0028410-055,Bird Island WWTF,Buffalo Sewer Authority,Cornelius Creek,52,Model,41,Average year,2015,,9,Erie,42.943056,-78.909722,"{'latitude': '42.943056', 'longitude': '-78.909722'}",300,,2041
NY0024406,5,NY0024406-005,Binghamton CSO,City of Binghamton,Susquehanna River,9,Monitoring,15,2013,2015,,7,Broome,42.091389,-75.916944,"{'latitude': '42.091389', 'longitude': '-75.916944'}",968,477,2033
NY0026131,26,NY0026131-026,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.793663,-73.931902,"{'latitude': '40.793663', 'longitude': '-73.931902'}",749,756,2095
NY0031429,127,NY0031429-127,Utica CSO,City of Utica,Ballou Creek,47,Monitoring,40,May 2008 - April 2009,2015,,6,Oneida,43.093056,-75.225278,"{'latitude': '43.093056', 'longitude': '-75.225278'}",984,1464,625
NY0025984,11,NY0025984-011,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.979444,-75.913056,"{'latitude': '43.979444', 'longitude': '-75.913056'}",841,1466,2089
NY0026166,7,NY0026166-007,NYCDEP - Owls Head WPCP,NYC DEP,Gowanus Canal,16,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.675536,-73.990946,"{'latitude': '40.675536', 'longitude': '-73.990946'}",894,893,2090
NY0025984,20,NY0025984-020,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.976944,-75.895833,"{'latitude': '43.976944', 'longitude': '-75.895833'}",841,1466,2089
NY0099309,19,NY0099309-019,Troy CSO,City of Troy,Hudson Rvier,49,Model,31,5 year average,2015,,4,Rensselaer,42.763333,-73.682222,"{'latitude': '42.763333', 'longitude': '-73.682222'}",110,11,2138
NY0026204,22,NY0026204-022,NYCDEP - Newtown Creek WPCP,NYC DEP,Newtown Creek,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.738931,-73.952919,"{'latitude': '40.738931', 'longitude': '-73.952919'}",894,901,2137
NY0031429,18,NY0031429-018,Utica CSO,City of Utica,Ballou Creek,47,Observation,2,May 2008 - April 2009,2015,,6,Oneida,43.095,-75.220556,"{'latitude': '43.095', 'longitude': '-75.220556'}",984,1464,625
NY0026107,023B,NY0026107-023B,NYCDEP - Port Richmond WPCF,NYC DEP,Upper New York Bay,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.611932,-74.060018,"{'latitude': '40.611932', 'longitude': '-74.060018'}",585,,2139
NY0026191,12,NY0026191-012,NYCDEP - Hunt's Point WPCP,NYC DEP,Westchester Creek,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.82432,-73.840977,"{'latitude': '40.82432', 'longitude': '-73.840977'}",307,,2032
NY0027081,35,NY0027081-035,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.043611,-76.154722,"{'latitude': '43.043611', 'longitude': '-76.154722'}",687,711,2132
NY0029351,11,NY0029351-011,Kingston WWTF,City of Kingston,Rondout Creek,13,Model,5,2013,2015,,3,Ulster,41.90167,-74.00222,"{'latitude': '41.90167', 'longitude': '-74.00222'}",436,79,2182
NY0026247,32,NY0026247-032,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.765789,-74.002124,"{'latitude': '40.765789', 'longitude': '-74.002124'}",749,,2095
NY0026131,41,NY0026131-041,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.817009,-73.933788,"{'latitude': '40.817009', 'longitude': '-73.933788'}",749,,2095
NY0026131,71,NY0026131-071,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.801458,-73.906184,"{'latitude': '40.801458', 'longitude': '-73.906184'}",307,650,2032
NY0026158,10,NY0026158-010,NYCDEP - Bowery Bay WPCP,NYC DEP,Dutch Kills,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.739439,-73.941434,"{'latitude': '40.739439', 'longitude': '-73.941434'}",196,873,2137
NY0023981,2,NY0023981-002,Village of Johnson City CSO,Village of Johnson City,Susquehanna River,2,Monitoring,10,2013,2015,,7,Broome,42.1175,-75.961667,"{'latitude': '42.1175', 'longitude': '-75.961667'}",938,429,2033
NY0026131,32,NY0026131-032,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.797657,-73.928991,"{'latitude': '40.797657', 'longitude': '-73.928991'}",749,,2095
NY0027073,030A,NY0027073-030A,NYCDEP - Red Hook WPCP,NYC DEP,Gowanus Canal,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.668597,-74.007238,"{'latitude': '40.668597', 'longitude': '-74.007238'}",894,,2090
NY0026131,45,NY0026131-045,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.822713,-73.934127,"{'latitude': '40.822713', 'longitude': '-73.934127'}",749,,2095
NY0026191,18,NY0026191-018,NYCDEP - Hunt's Point WPCP,NYC DEP,East River,33,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.811894,-73.824571,"{'latitude': '40.811894', 'longitude': '-73.824571'}",307,678,2032
NY0029831,5,NY0029831-005,Ogdensburg WWTP,City of Ogdensburg,Oswegatchie River,16,Observation,5,2013,2015,,6,St. Lawrence,44.694167,-75.491944,"{'latitude': '44.694167', 'longitude': '-75.491944'}",318,1591,2140
NY0026158,40,NY0026158-040,NYCDEP - Bowery Bay WPCP,NYC DEP,Dutch Kills,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.740937,-73.940817,"{'latitude': '40.740937', 'longitude': '-73.940817'}",196,873,2137
NY0031429,4,NY0031429-004,Utica CSO,City of Utica,Ballou Creek,47,Observation,18,May 2008 - April 2009,2015,,6,Oneida,43.095278,-75.203611,"{'latitude': '43.095278', 'longitude': '-75.203611'}",984,1464,625
NY0028410,56,NY0028410-056,Bird Island WWTF,Buffalo Sewer Authority,Scajaquada Creek,52,Model,5,Average year,2015,,9,Erie,42.935,-78.8775,"{'latitude': '42.935', 'longitude': '-78.8775'}",300,105,2041
NY0029114,7,NY0029114-007,"City of Oswego, East Side STP",City of Oswego,Oswego River,6,Model,No Data,No Data,2015,,7,Oswego,43.4575,-76.509167,"{'latitude': '43.4575', 'longitude': '-76.509167'}",240,667,2135
NY0026247,37,NY0026247-037,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.78163,-73.98808,"{'latitude': '40.78163', 'longitude': '-73.98808'}",749,,2095
NY0027081,51,NY0027081-051,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.023056,-76.155278,"{'latitude': '43.023056', 'longitude': '-76.155278'}",687,725,2132
NY0026166,4,NY0026166-004,NYCDEP - Owls Head WPCP,NYC DEP,Upper New York Bay,16,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.655417,-74.016999,"{'latitude': '40.655417', 'longitude': '-74.016999'}",894,815,2090
NY0026174,001A,NY0026174-001A,NYCDEP - Oakwood Beach WPCP,NYC DEP,Lower Bay,1,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.549286,-74.114687,"{'latitude': '40.549286', 'longitude': '-74.114687'}",585,,
NY0026204,20,NY0026204-020,NYCDEP - Newtown Creek WPCP,NYC DEP,Newtown Creek,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.71853,-73.973597,"{'latitude': '40.71853', 'longitude': '-73.973597'}",749,,2095
NY0026191,6,NY0026191-006,NYCDEP - Hunt's Point WPCP,NYC DEP,Eastchester Bay,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.868831,-73.821784,"{'latitude': '40.868831', 'longitude': '-73.821784'}",307,746,2032
NY0026280,001A,NY0026280-001A,North Tonawanda WWTP,City of North Tonawanda,Niagara River,6,Observation,No Data,No Data,2015,,9,Niagara,43.0425,-78.89028,"{'latitude': '43.0425', 'longitude': '-78.89028'}",158,,2131
NY0026247,35,NY0026247-035,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.77111,-73.995319,"{'latitude': '40.77111', 'longitude': '-73.995319'}",749,742,2095
NY0026280,9,NY0026280-009,North Tonawanda WWTP,City of North Tonawanda,Niagara River,6,Observation,No Data,No Data,2015,,9,Niagara,43.048056,-78.893056,"{'latitude': '43.048056', 'longitude': '-78.893056'}",158,,2131
NY0026131,33,NY0026131-033,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.798301,-73.928975,"{'latitude': '40.798301', 'longitude': '-73.928975'}",749,,2095
NY0028410,11,NY0028410-011,Bird Island WWTF,Buffalo Sewer Authority,Niagara River,52,Model,41,Average year,2015,,9,Erie,42.913611,-78.903333,"{'latitude': '42.913611', 'longitude': '-78.903333'}",300,,2041
NY0026131,75,NY0026131-075,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.813955,-73.932427,"{'latitude': '40.813955', 'longitude': '-73.932427'}",749,,2095
NY0033031,2,NY0033031-002,Green Island CSO,Village of Green Island,Hudson River,3,Model,41,5 year average,2015,,4,Albany,42.744167,-73.69139,"{'latitude': '42.744167', 'longitude': '-73.69139'}",833,13,2030
NY0026131,62,NY0026131-062,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.828339,-73.933153,"{'latitude': '40.828339', 'longitude': '-73.933153'}",749,,2095
NY0026221,1,NY0026221-001,NYCDEP - Rockaway WWTP,NYC DEP,Jamaica Bay,10,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.584534,-73.829805,"{'latitude': '40.584534', 'longitude': '-73.829805'}",196,1030,2137
NY0031429,60,NY0031429-060,Utica CSO,City of Utica,Mohawk River,47,Observation,23,May 2008 - April 2009,2015,,6,Oneida,43.101944,-75.259444,"{'latitude': '43.101944', 'longitude': '-75.259444'}",984,1465,625
NY0026204,72,NY0026204-072,NYCDEP - Newtown Creek WPCP,NYC DEP,Hudson River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.715105,-74.017359,"{'latitude': '40.715105', 'longitude': '-74.017359'}",749,603,2095
NY0026107,4,NY0026107-004,NYCDEP - Port Richmond WPCF,NYC DEP,Kill Van Kull,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.645553,-74.108859,"{'latitude': '40.645553', 'longitude': '-74.108859'}",585,613,
NY0031046,9,NY0031046-009,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,32,5 year average,2015,,4,Albany,42.790833,-73.704444,"{'latitude': '42.790833', 'longitude': '-73.704444'}",992,18,2141
NY0026131,56,NY0026131-056,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.87025,-73.909135,"{'latitude': '40.87025', 'longitude': '-73.909135'}",307,705,2095
NY0025984,24,NY0025984-024,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.976389,-75.888333,"{'latitude': '43.976389', 'longitude': '-75.888333'}",841,1466,2089
NY0026247,45,NY0026247-045,NYCDEP - North River WPCF,NYC DEP,Harlem River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.859244,-73.920553,"{'latitude': '40.859244', 'longitude': '-73.920553'}",749,793,2095
NY0021903,007E,NY0021903-007E,Auburn STP,City of Auburn,Owasco Outlet,16,Observation,No Data,No Data,2015,,7,Cayuga,42.931667,-76.578889,"{'latitude': '42.931667', 'longitude': '-76.578889'}",87,343,618
NY0028410,37,NY0028410-037,Bird Island WWTF,Buffalo Sewer Authority,Cazevonia Creek,52,Model,13,Average year,2015,,9,Erie,42.8525,-78.811389,"{'latitude': '42.8525', 'longitude': '-78.811389'}",300,109,2041
NY0026204,8,NY0026204-008,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.718336,-73.966076,"{'latitude': '40.718336', 'longitude': '-73.966076'}",894,889,2090
NY0027766,2,NY0027766-002,Lewiston Master S.D.,Lewiston Master Sewer District,Niagara River,1,Observation,No Data,No Data,2015,,9,Niagara,43.201667,-79.044444,"{'latitude': '43.201667', 'longitude': '-79.044444'}",164,31,2131
NY0099309,7,NY0099309-007,Troy CSO,City of Troy,Hudson River,49,Model,56,5 year average,2015,,4,Rensselaer,42.779722,-73.676944,"{'latitude': '42.779722', 'longitude': '-73.676944'}",110,12,2138
NY0026166,26,NY0026166-026,NYCDEP - Owls Head WPCP,NYC DEP,Gowanus Canal,16,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.664217,-73.999708,"{'latitude': '40.664217', 'longitude': '-73.999708'}",894,815,2090
